calories_g,fat_g,carbohydrates_g,protein_g,cholesterol_mg,sodium_mg
511.0,40.7,14.5,23.9, 146 ,449.0
549.0,20.9,46.0,43.5, 124  ,277.0
555.0,25.2,54.0,29.4, 63 ,1292.0
313.0,23.8,13.2,10.2, 37  ,947.0
235.0,17.1,17.4,7.8, 0 ,1053.0
769.0,50.8,38.4,38.0, 149 ,1040.0
480.0,21.6,45.5,25.3, 46 ,586.0
521.0,28.8,30.0,35.8, 98 ,884.0
472.0,36.9,3.0,31.4, 67  ,1422.0
150.0,9.4,13.7,5.6, 13  ,134.0
987.0,62.8,63.2,41.4, 97  ,3465.0
154.0,7.6,10.3,11.3, 44  ,99.0
553.0,14.8,40.5,28.1, 91  ,620.0
824.0,52.4,49.4,36.0, 151  ,588.0
133.0,2.8,0.5,24.6, 67 ,136.0
402.0,22.4,16.5,31.2, 97  ,308.0
481.0,22.3,40.3,27.9, 68 ,1087.0
472.0,22.8,40.1,30.4, 69  ,873.0
529.0,27.2,44.4,27.9, 82  ,717.0
555.0,26.3,44.8,34.8, 50  ,231.0
254.0,10.4,18.8,19.5, 94 ,649.0
278.0,22.0,4.8,15.5, 38  ,615.0
244.0,16.1,15.4,11.7, 21  ,448.0
546.0,35.0,40.2,21.8, 116  ,671.0
417.0,28.7,27.4,15.2, 47 ,812.0
394.0,21.1,7.6,45.0, 148  ,871.0
808.0,28.9,107.0,30.9, 94  ,549.0
376.0,13.2,38.5,25.8, 61 ,1111.0
445.0,30.5,15.1,28.9, 166 ,814.0
268.0,13.6,5.9,28.6, 103 ,338.0
375.0,11.2,47.3,25.1, 58  ,802.0
159.0,5.9,19.5,7.8, 23  ,423.0
107.0,7.0,0.8,9.7, 35  ,328.0
366.0,13.5,38.2,23.5, 36  ,1348.0
655.0,23.9,66.5,41.7, 100 ,1286.0
595.0,43.5,5.7,42.9, 211 ,1190.0
96.0,4.3,11.2,3.7, 10  ,114.0
240.0,12.6,9.6,22.0, 330 ,1443.0
663.0,21.8,84.7,34.4, 109  ,1960.0
641.0,33.8,33.1,48.7, 298  ,1308.0
523.0,33.9,25.7,28.1, 122 ,1069.0
196.0,8.6,6.5,23.3, 84  ,1138.0
469.0,26.1,27.7,28.3, 75  ,966.0
117.0,3.6,1.4,19.1, 59  ,297.0
229.0,15.7,7.6,14.8, 52  ,1358.0
270.0,18.7,7.0,17.1, 87  ,217.0
258.0,10.3,5.4,34.2, 106  ,538.0
266.0,11.3,23.3,18.6, 78  ,752.0
419.0,32.3,21.7,11.2, 61  ,230.0
173.0,7.0,3.0,23.6, 47  ,480.0
523.0,29.9,5.8,55.2, 169 ,590.0
364.0,2.8,59.9,23.1, 61 ,1464.0
145.0,4.7,19.4,5.8, 7  ,213.0
866.0,45.9,73.2,39.2, 160  ,2042.0
491.0,21.4,43.1,29.3, 75  ,1068.0
366.0,26.4,1.1,29.2, 83  ,662.0
304.0,20.9,20.8,11.6, 70 ,222.0
320.0,7.7,54.1,14.0, 12  ,198.0
401.0,25.1,24.4,19.3, 75  ,1020.0
635.0,31.9,60.0,29.1, 48  ,627.0
283.0,23.8,14.3,4.3, 14  ,306.0
485.0,23.8,27.4,39.7, 141 ,2276.0
548.0,18.2,63.2,32.5, 108 ,5831.0
765.0,50.8,26.2,48.5, 263  ,1550.0
644.0,29.6,54.1,40.8, 117 ,1998.0
386.0,20.5,42.8,10.1, 3  ,55.0
279.0,16.3,32.8,5.3, 0  ,111.0
317.0,17.8,10.0,27.4, 124  ,474.0
394.0,19.9,39.3,17.3, 36  ,937.0
368.0,22.9,30.4,15.1, 37 ,643.0
434.0,26.1,24.4,26.1, 85 ,540.0
216.0,11.1,4.6,23.5, 72 ,594.0
477.0,24.0,48.8,18.9, 43  ,972.0
456.0,33.2,7.4,30.1, 119  ,1002.0
302.0,25.0,16.3,13.0, 63  ,730.0
243.0,16.4,2.3,20.5, 74  ,640.0
409.0,35.6,27.3,10.9, 74  ,587.0
638.0,37.7,45.9,28.7, 111  ,657.0
556.0,22.3,61.5,27.2, 50  ,615.0
642.0,66.7,5.2,8.0, 112  ,254.0
741.0,42.3,52.3,39.2, 171  ,1746.0
167.0,7.7,21.2,4.6, 0  ,216.0
342.0,19.3,26.8,16.2, 48  ,1097.0
442.0,25.0,21.3,30.0, 68 ,1146.0
435.0,27.2,29.9,16.9, 70  ,511.0
351.0,16.4,32.2,18.0, 68  ,821.0
552.0,16.0,52.9,46.2, 185 ,2497.0
450.0,21.8,38.3,25.1, 77  ,311.0
367.0,4.8,51.0,28.5, 67 ,606.0
399.0,18.2,35.6,24.4, 78  ,674.0
481.0,21.5,49.4,22.8, 65 ,6378.0
622.0,39.2,64.0,13.1, 0  ,2172.0
703.0,21.3,94.9,33.0, 59  ,1004.0
403.0,30.6,8.7,22.1, 155  ,403.0
868.0,59.7,49.0,33.1, 156  ,1775.0
509.0,29.7,46.9,21.5, 62  ,1385.0
510.0,28.3,27.1,34.9, 157  ,1164.0
228.0,4.2,1.9,43.2, 113  ,196.0
184.0,8.5,18.5,7.9, 37  ,546.0
166.0,7.9,9.4,15.2, 34 ,49.0
435.0,5.3,49.2,48.2, 171  ,1353.0
352.0,23.3,19.6,16.4, 69 ,690.0
205.0,7.9,1.7,19.8, 157  ,174.0
228.0,12.8,14.6,13.6, 36  ,399.0
548.0,13.4,74.0,31.4, 48 ,293.0
362.0,23.3,15.7,21.6, 117  ,506.0
355.0,10.9,57.3,14.2, 0  ,1037.0
262.0,4.8,11.1,28.2, 76 ,455.0
677.0,46.5,18.5,44.6, 155  ,971.0
908.0,40.6,78.8,55.7, 109  ,2586.0
214.0,11.2,6.0,23.3, 70 ,581.0
363.0,10.4,38.6,29.2, 70  ,800.0
233.0,13.6,2.4,24.3, 65 ,482.0
1065.0,70.3,29.8,62.7, 167 ,1028.0
388.0,25.9,13.5,23.6, 97  ,127.0
279.0,6.3,44.7,10.4, 4  ,295.0
665.0,44.0,31.6,38.1, 166 ,795.0
673.0,33.5,53.6,41.4, 136  ,499.0
257.0,3.1,46.9,9.8, 3  ,248.0
412.0,30.9,17.4,16.0, 77  ,707.0
342.0,26.3,1.2,24.8, 259  ,825.0
152.0,3.9,25.8,3.9, 6  ,703.0
474.0,19.1,45.1,28.9, 77 ,1329.0
258.0,17.4,5.2,19.3, 60 ,349.0
379.0,19.4,10.3,39.1, 108  ,391.0
276.0,14.9,13.8,20.6, 60  ,947.0
351.0,20.8,4.4,31.9, 110 ,257.0
200.0,5.9,5.9,29.1, 75 ,867.0
487.0,29.9,43.9,12.9, 94  ,262.0
527.0,28.0,16.5,49.6, 143  ,344.0
501.0,19.3,47.1,35.6, 115  ,999.0
380.0,19.6,29.0,22.4, 99  ,1504.0
790.0,38.3,62.2,59.5, 268 ,1656.0
376.0,18.9,34.0,17.1, 59  ,623.0
643.0,17.9,85.2,32.7, 92 ,521.0
498.0,23.5,36.2,31.6, 89  ,1039.0
380.0,15.2,38.5,22.3, 65 ,571.0
424.0,15.9,37.0,32.2, 72  ,523.0
336.0,12.5,47.1,9.4, 0 ,945.0
892.0,31.6,108.0,42.5, 203  ,456.0
702.0,26.9,63.8,49.5, 97 ,750.0
428.0,28.1,23.0,20.0, 109  ,856.0
189.0,11.8,0.1,19.2, 71 ,90.0
977.0,74.4,39.9,38.3, 228  ,789.0
301.0,7.8,26.5,30.6, 72 ,894.0
589.0,31.4,38.3,35.6, 112 ,1583.0
338.0,5.1,60.7,13.4, 2  ,1882.0
407.0,26.7,9.4,31.3, 84  ,1332.0
347.0,24.4,23.3,9.1, 38  ,248.0
533.0,31.7,33.4,28.8, 118 ,1473.0
185.0,3.5,2.6,33.8, 88 ,832.0
756.0,30.0,70.5,46.8, 110  ,1463.0
388.0,20.0,22.2,28.9, 163  ,935.0
496.0,36.6,11.3,29.5, 83  ,562.0
748.0,29.3,71.2,66.8, 274  ,883.0
1051.0,41.0,110.2,56.4, 167 ,1002.0
432.0,17.0,52.0,17.6, 50  ,644.0
310.0,16.3,8.6,29.7, 83  ,727.0
693.0,48.4,44.7,19.3, 81  ,1239.0
318.0,15.0,27.4,17.9, 63  ,1098.0
478.0,23.2,16.4,49.2, 164 ,1244.0
662.0,29.5,61.0,29.3, 162  ,1109.0
742.0,27.8,83.1,41.4, 280 ,1591.0
520.0,37.5,1.0,43.6, 274  ,1031.0
672.0,23.5,87.2,30.5, 117  ,1438.0
528.0,34.0,40.9,16.5, 89  ,1121.0
750.0,36.8,59.7,43.7, 217 ,1012.0
458.0,23.1,20.8,40.4, 128 ,1394.0
362.0,15.3,31.2,23.7, 71  ,573.0
260.0,15.7,20.0,11.7, 37 ,548.0
286.0,15.5,25.3,12.9, 32  ,576.0
275.0,9.4,30.6,18.2, 50  ,321.0
369.0,18.3,20.5,28.7, 71  ,144.0
605.0,33.3,37.2,39.6, 123  ,1260.0
405.0,26.6,22.1,18.4, 55  ,749.0
754.0,48.7,3.9,70.1, 236  ,282.0
451.0,33.7,12.8,22.9, 133  ,431.0
402.0,23.3,0.8,45.2, 157 ,642.0
438.0,13.6,50.7,17.8, 27  ,557.0
324.0,17.2,9.6,31.5, 97 ,635.0
462.0,25.9,26.9,29.6, 95  ,1094.0
442.0,35.3,5.3,25.0, 74  ,2159.0
512.0,22.6,49.4,28.9, 66  ,1065.0
240.0,1.6,28.1,27.5, 68 ,92.0
286.0,15.0,23.3,18.9, 0 ,500.0
488.0,25.3,7.4,55.7, 142 ,496.0
759.0,31.8,86.7,33.2, 78 ,2175.0
330.0,16.2,0.7,42.8, 169  ,186.0
163.0,7.0,8.1,17.8, 87  ,651.0
441.0,23.5,22.1,36.3, 82  ,887.0
426.0,28.2,24.3,16.1, 44  ,1135.0
205.0,10.4,11.8,15.7, 52  ,113.0
882.0,49.2,74.9,37.1, 142  ,2124.0
924.0,63.5,59.1,22.6, 54  ,2380.0
551.0,23.7,56.5,29.0, 76  ,1492.0
408.0,23.2,17.6,30.4, 135  ,702.0
381.0,8.4,42.1,21.7, 46 ,530.0
156.0,4.2,7.6,20.9, 65  ,189.0
415.0,29.3,32.5,7.3, 83  ,246.0
745.0,38.1,55.5,44.1, 169  ,1540.0
617.0,25.9,44.4,48.5, 134  ,250.0
394.0,22.8,4.7,40.7, 122 ,1352.0
530.0,27.3,44.9,27.2, 136  ,413.0
772.0,41.5,74.8,28.9, 142  ,492.0
476.0,25.9,36.6,24.2, 66  ,1235.0
290.0,7.8,44.0,13.8, 0  ,760.0
180.0,7.5,17.6,11.1, 76  ,737.0
480.0,29.6,29.4,23.6, 77 ,398.0
484.0,24.4,21.4,48.3, 106  ,1353.0
243.0,15.0,6.2,20.3, 61  ,1055.0
247.0,5.7,41.5,9.5, 9  ,385.0
451.0,25.5,23.8,38.8, 119  ,858.0
270.0,6.6,30.0,22.4, 54  ,807.0
377.0,13.7,13.4,48.4, 100  ,519.0
647.0,34.3,45.8,38.8, 123  ,2852.0
324.0,11.1,2.8,50.4, 131  ,83.0
268.0,19.8,4.2,17.2, 71  ,491.0
305.0,15.5,8.3,26.8, 106 ,417.0
466.0,20.5,16.8,53.4, 188 ,3930.0
365.0,25.0,20.9,15.1, 64  ,496.0
202.0,7.9,4.3,22.6, 44  ,248.0
524.0,18.2,56.6,28.8, 106 ,1162.0
272.0,5.6,40.9,14.6, 62  ,369.0
468.0,30.1,22.4,27.0, 126 ,326.0
798.0,38.0,82.4,38.9, 66 ,1011.0
609.0,37.6,18.6,46.4, 209 ,690.0
339.0,19.3,33.5,10.4, 52  ,280.0
228.0,4.7,0.9,43.2, 139  ,466.0
398.0,20.3,32.9,20.9, 56  ,1136.0
542.0,27.2,34.8,34.8, 128 ,884.0
350.0,18.8,35.0,15.8, 121  ,1524.0
331.0,19.7,3.6,29.8, 106 ,95.0
439.0,16.5,47.5,24.5, 53  ,985.0
304.0,20.3,20.1,10.7, 34  ,293.0
396.0,30.0,1.9,28.2, 99  ,220.0
364.0,20.2,11.5,32.0, 141  ,379.0
783.0,36.2,80.2,33.0, 86 ,1678.0
564.0,22.2,58.0,32.0, 83 ,631.0
329.0,23.9,19.5,8.6, 37  ,569.0
497.0,25.8,49.7,19.0, 68 ,1077.0
524.0,42.2,18.0,20.0, 72 ,1164.0
576.0,30.1,33.5,40.0, 122  ,1862.0
946.0,66.0,43.8,42.1, 134  ,461.0
837.0,62.0,40.9,28.2, 150  ,2296.0
538.0,30.7,45.1,20.9, 77  ,469.0
732.0,43.7,52.1,33.8, 171  ,592.0
284.0,11.4,15.1,30.6, 110 ,377.0
511.0,15.8,69.9,32.5, 0  ,1074.0
561.0,16.7,84.8,16.7, 4  ,84.0
358.0,11.7,50.8,12.1, 32  ,564.0
356.0,16.3,24.2,26.6, 74  ,995.0
527.0,15.0,56.4,39.3, 81 ,927.0
166.0,5.0,0.9,28.0, 259  ,443.0
260.0,5.4,22.2,26.3, 68 ,666.0
589.0,26.9,72.5,18.6, 8  ,607.0
328.0,15.4,30.8,16.0, 46  ,359.0
293.0,17.5,0.9,31.7, 110 ,1042.0
113.0,2.8,5.2,16.5, 36  ,3033.0
286.0,15.7,3.8,31.0, 230  ,355.0
480.0,38.9,5.4,25.0, 100  ,264.0
355.0,27.3,15.7,13.0, 66  ,2297.0
423.0,31.1,13.6,24.2, 87  ,222.0
849.0,55.1,40.6,44.5, 238  ,1920.0
416.0,17.7,22.1,39.5, 109 ,1079.0
528.0,23.8,15.1,49.9, 207 ,2308.0
80.0,2.0,14.4,1.6, 0  ,114.0
458.0,25.7,7.3,37.4, 100  ,180.0
293.0,16.1,7.7,27.5, 110  ,536.0
285.0,20.5,10.6,20.1, 0 ,179.0
441.0,24.9,28.2,25.1, 61  ,689.0
437.0,27.5,2.0,42.4, 128  ,713.0
235.0,7.7,18.7,22.2, 59  ,865.0
794.0,22.1,116.4,29.1, 46 ,469.0
512.0,18.5,52.8,31.1, 218  ,409.0
317.0,5.8,49.4,18.2, 71  ,1704.0
413.0,22.8,46.2,9.4, 0  ,525.0
382.0,8.0,44.3,30.8, 125 ,1575.0
462.0,30.0,0.3,45.1, 157 ,244.0
338.0,20.8,4.3,31.2, 97  ,426.0
540.0,24.6,50.2,27.7, 103  ,2373.0
327.0,25.1,3.3,18.4, 69  ,649.0
462.0,32.6,16.3,21.4, 77  ,1726.0
528.0,46.2,21.4,8.0, 33  ,169.0
536.0,30.0,2.9,60.7, 189  ,1875.0
323.0,17.7,4.7,34.7, 126  ,341.0
576.0,31.0,45.9,25.7, 168  ,432.0
293.0,10.0,40.7,9.5, 32  ,416.0
395.0,12.9,49.5,22.3, 45 ,1234.0
738.0,45.2,26.7,52.4, 270  ,462.0
441.0,12.6,61.6,20.0, 71  ,1079.0
239.0,6.1,17.6,28.6, 68 ,495.0
286.0,19.0,13.4,15.3, 226  ,444.0
540.0,27.7,44.9,32.2, 89  ,2266.0
514.0,27.1,29.0,38.0, 108 ,445.0
186.0,10.5,3.1,19.1, 60  ,1206.0
166.0,5.7,7.6,21.3, 85  ,128.0
226.0,10.5,9.8,25.6, 67 ,101.0
374.0,8.8,25.3,45.5, 111 ,1111.0
468.0,2.6,5.5,99.7, 273  ,815.0
396.0,14.1,46.5,19.9, 122  ,763.0
176.0,13.8,12.1,4.3, 0  ,64.0
537.0,29.7,26.6,38.7, 121  ,1035.0
364.0,27.3,1.9,26.5, 89  ,599.0
403.0,17.2,42.4,18.6, 91  ,229.0
422.0,24.4,44.7,8.4, 60  ,1170.0
410.0,13.4,51.5,21.6, 36 ,1059.0
302.0,21.8,0.9,25.0, 261  ,461.0
323.0,12.6,32.3,20.0, 65  ,1259.0
374.0,15.5,30.4,27.1, 64 ,1250.0
300.0,16.5,4.2,31.5, 94 ,699.0
552.0,27.7,48.5,25.3, 67 ,1512.0
569.0,25.4,41.9,42.7, 217 ,544.0
521.0,34.4,26.7,23.7, 86  ,1013.0
490.0,35.8,9.1,20.3, 139  ,1089.0
275.0,8.0,38.5,12.2, 15  ,1069.0
226.0,10.4,8.6,24.9, 42  ,555.0
327.0,14.6,3.4,43.3, 133 ,424.0
345.0,25.1,4.8,23.8, 234  ,375.0
424.0,23.1,34.3,21.3, 91  ,1240.0
468.0,18.6,50.9,22.7, 76  ,1109.0
361.0,15.1,29.6,25.0, 63 ,1673.0
232.0,11.2,6.6,25.1, 75 ,550.0
386.0,16.5,25.3,30.9, 131 ,145.0
511.0,35.5,13.3,33.2, 258  ,886.0
466.0,32.5,22.1,20.4, 68  ,502.0
193.0,7.4,15.2,15.9, 40  ,626.0
376.0,16.9,26.3,30.3, 82  ,1724.0
303.0,15.7,15.0,24.3, 343  ,161.0
490.0,21.3,49.0,25.8, 132  ,1021.0
395.0,12.5,55.8,14.3, 36  ,584.0
712.0,42.4,51.5,31.5, 132  ,538.0
324.0,13.2,33.0,20.1, 68  ,293.0
587.0,39.1,24.7,33.9, 157 ,367.0
296.0,13.2,1.7,40.3, 98  ,868.0
781.0,41.9,51.7,47.3, 157 ,978.0
269.0,8.6,23.9,24.7, 82 ,101.0
845.0,51.2,68.5,30.9, 95  ,1337.0
440.0,27.4,31.6,17.0, 73  ,469.0
409.0,24.5,7.4,37.5, 118  ,178.0
1270.0,89.2,80.4,37.8, 407  ,1359.0
704.0,34.4,53.1,42.5, 224 ,1542.0
887.0,55.3,72.0,25.0, 48  ,762.0
492.0,28.4,19.0,35.8, 149 ,666.0
240.0,7.6,17.5,26.3, 173  ,940.0
311.0,19.9,5.1,28.9, 81 ,348.0
275.0,8.4,33.3,19.1, 58 ,64.0
872.0,56.8,31.2,54.1, 197 ,1217.0
713.0,30.3,60.6,47.7, 131 ,2709.0
574.0,19.1,70.3,28.8, 74  ,1142.0
906.0,70.0,29.6,38.5, 255 ,1124.0
245.0,1.3,58.0,2.7, 8  ,260.0
275.0,13.2,26.2,14.3, 23  ,469.0
838.0,65.8,15.7,45.6, 147 ,2642.0
226.0,10.3,3.9,27.8, 73 ,353.0
806.0,30.3,79.3,50.9, 183 ,1323.0
662.0,38.2,53.0,26.1, 50  ,1047.0
235.0,8.6,10.2,29.1, 68 ,1810.0
275.0,6.9,22.3,30.1, 69 ,343.0
162.0,7.5,3.0,19.6, 69 ,58.0
522.0,23.1,47.4,30.4, 76  ,867.0
420.0,32.1,1.1,30.7, 82 ,389.0
455.0,26.4,18.9,34.0, 97  ,1919.0
685.0,43.7,38.9,33.5, 55  ,529.0
246.0,13.3,10.6,20.9, 76  ,706.0
693.0,46.6,23.3,43.2, 143  ,1618.0
285.0,16.2,4.3,28.8, 101  ,221.0
239.0,5.6,41.3,6.2, 0  ,535.0
396.0,19.4,34.5,21.5, 51 ,1054.0
478.0,22.4,38.0,29.4, 101  ,1003.0
719.0,32.8,66.1,38.6, 149  ,1058.0
237.0,7.4,9.1,31.6, 81 ,607.0
565.0,22.6,61.4,27.6, 120  ,1007.0
531.0,22.8,64.7,17.6, 25  ,1111.0
422.0,8.8,56.9,25.6, 130  ,160.0
472.0,31.5,33.2,16.7, 76  ,354.0
416.0,23.5,12.7,32.3, 106 ,975.0
866.0,36.4,93.8,28.6, 112  ,930.0
107.0,2.7,18.4,4.5, 0  ,170.0
356.0,24.5,0.9,32.2, 223  ,1987.0
235.0,13.4,13.1,14.5, 54  ,2333.0
480.0,26.7,29.4,29.2, 77 ,650.0
511.0,28.1,48.0,17.1, 133  ,988.0
480.0,25.9,51.1,11.1, 86  ,998.0
470.0,22.7,21.5,43.5, 154 ,1008.0
152.0,6.6,2.2,20.3, 63  ,661.0
179.0,7.1,1.3,26.5, 69 ,169.0
929.0,43.9,2.5,123.0, 258  ,2667.0
185.0,13.7,1.5,13.8, 98  ,482.0
697.0,48.1,26.4,41.1, 195 ,1130.0
307.0,9.6,39.9,17.0, 90  ,954.0
1453.0,88.4,69.1,92.1, 275  ,3309.0
234.0,5.7,8.2,34.9, 91 ,684.0
227.0,15.7,4.4,3.2, 47  ,126.0
371.0,16.1,39.2,15.4, 45  ,883.0
883.0,73.8,8.0,28.9, 116 ,3290.0
487.0,32.5,2.4,44.6, 113  ,1192.0
442.0,30.8,20.0,19.4, 92  ,458.0
225.0,7.2,32.0,7.8, 44  ,71.0
270.0,13.1,4.5,32.3, 80 ,1421.0
301.0,4.7,43.0,10.5, 13  ,625.0
527.0,33.0,19.4,38.3, 161 ,1125.0
366.0,28.3,10.1,17.8, 71  ,717.0
231.0,8.2,20.1,14.6, 36  ,941.0
239.0,12.9,3.9,25.7, 84 ,335.0
248.0,7.5,15.1,29.9, 72 ,2101.0
366.0,20.3,4.9,31.1, 128  ,255.0
488.0,20.8,44.4,29.1, 119  ,394.0
268.0,7.5,30.2,21.1, 47 ,1499.0
400.0,18.1,36.4,21.5, 50 ,1924.0
397.0,25.2,3.3,37.2, 110  ,561.0
187.0,1.5,35.1,9.7, 0  ,211.0
395.0,18.8,45.0,13.6, 196  ,1086.0
218.0,1.4,33.3,19.4, 31  ,1399.0
705.0,53.5,8.8,46.7, 263 ,379.0
246.0,14.9,10.9,16.5, 77  ,558.0
466.0,19.8,45.4,24.7, 69  ,414.0
241.0,13.7,17.3,10.9, 46  ,551.0
653.0,45.0,6.5,43.4, 225 ,1040.0
587.0,32.2,34.4,40.6, 101 ,637.0
306.0,21.1,13.3,17.9, 44  ,243.0
389.0,23.1,13.3,32.9, 58  ,454.0
246.0,8.6,15.3,26.6, 65  ,874.0
1277.0,53.1,154.6,43.6, 133  ,1142.0
611.0,41.4,51.5,11.7, 93  ,1251.0
539.0,10.1,67.9,40.7, 98 ,1480.0
415.0,11.5,40.6,35.8, 75 ,177.0
241.0,9.0,4.9,28.4, 96 ,91.0
764.0,31.7,93.5,19.2, 91  ,396.0
209.0,1.7,4.1,36.1, 180  ,566.0
170.0,6.6,6.5,21.3, 46  ,597.0
436.0,23.0,35.6,22.1, 52 ,721.0
434.0,19.9,28.8,34.4, 182  ,1327.0
220.0,5.5,5.9,35.2, 129  ,120.0
839.0,47.4,62.1,41.8, 265  ,1960.0
503.0,16.5,69.8,26.5, 29 ,3868.0
533.0,40.6,28.8,13.8, 92 ,1354.0
294.0,14.9,23.7,18.6, 58  ,994.0
420.0,30.8,14.1,20.7, 96  ,443.0
169.0,8.3,17.1,6.1, 10  ,173.0
455.0,23.6,21.3,36.6, 136  ,1819.0
630.0,29.8,57.0,33.1, 141  ,1472.0
459.0,22.3,39.9,25.5, 47  ,945.0
296.0,17.8,8.0,26.8, 69 ,646.0
627.0,12.1,72.1,55.3, 124  ,908.0
1040.0,43.8,109.7,50.9, 133  ,1239.0
509.0,38.7,7.8,31.3, 187 ,273.0
882.0,50.1,75.9,29.8, 84  ,1459.0
356.0,14.8,48.3,9.0, 3  ,500.0
255.0,10.4,8.1,31.3, 80  ,384.0
515.0,29.1,33.7,29.1, 230  ,782.0
662.0,29.0,51.4,47.9, 137 ,956.0
836.0,42.8,71.1,43.1, 153 ,1501.0
179.0,4.5,4.2,26.8, 72 ,324.0
434.0,24.8,31.3,22.5, 74  ,1022.0
457.0,24.2,10.1,47.0, 144 ,642.0
299.0,14.7,36.7,8.5, 0  ,731.0
337.0,15.3,7.1,40.1, 179  ,480.0
330.0,13.8,25.3,27.2, 59 ,809.0
600.0,35.4,36.3,30.8, 99  ,1172.0
325.0,14.8,42.5,7.1, 0  ,892.0
417.0,10.9,36.7,37.1, 97 ,1382.0
361.0,17.6,30.4,19.8, 60  ,957.0
392.0,20.9,33.4,18.2, 74 ,889.0
441.0,18.3,39.3,30.3, 71 ,398.0
490.0,20.8,20.9,53.4, 200 ,932.0
820.0,41.6,69.3,42.3, 181 ,1077.0
328.0,8.3,51.9,18.0, 2  ,633.0
366.0,29.0,6.6,18.7, 105  ,976.0
481.0,38.0,12.2,24.0, 90  ,690.0
733.0,37.2,58.0,39.1, 140  ,1386.0
691.0,52.5,12.8,31.9, 231 ,709.0
395.0,17.7,41.7,18.1, 132  ,450.0
314.0,16.8,27.3,13.1, 50  ,243.0
317.0,7.8,32.4,29.0, 74  ,657.0
276.0,8.4,11.7,30.7, 69 ,1013.0
305.0,15.0,19.7,23.1, 41  ,77.0
441.0,20.0,37.3,30.2, 68 ,666.0
270.0,17.5,12.0,16.4, 39  ,803.0
731.0,43.9,32.9,48.3, 208 ,2701.0
395.0,8.0,41.3,36.7, 98 ,139.0
555.0,40.4,7.4,38.6, 151  ,301.0
870.0,53.2,31.9,63.7, 207  ,2886.0
361.0,14.4,32.6,24.7, 69  ,970.0
509.0,17.5,64.5,25.2, 62  ,1445.0
235.0,13.6,10.6,18.8, 45  ,590.0
625.0,37.4,36.7,33.7, 138 ,1588.0
470.0,28.9,27.5,24.0, 459 ,86.0
405.0,22.8,15.0,32.7, 194 ,416.0
540.0,31.7,46.4,17.3, 155  ,943.0
447.0,24.7,42.4,13.5, 67  ,478.0
322.0,29.7,2.2,9.4, 41  ,838.0
260.0,16.2,11.9,16.5, 69  ,420.0
548.0,29.1,54.0,19.1, 64  ,466.0
429.0,10.4,66.1,16.5, 29  ,639.0
479.0,28.7,35.1,20.0, 75  ,802.0
306.0,13.3,33.6,13.4, 26 ,483.0
142.0,1.1,1.9,29.7, 61  ,184.0
226.0,12.6,17.1,10.7, 80 ,491.0
277.0,16.6,10.0,23.5, 61 ,1045.0
378.0,15.9,47.4,11.5, 79  ,742.0
585.0,26.6,44.7,30.8, 138  ,994.0
213.0,5.1,31.8,8.8, 41  ,692.0
717.0,49.0,40.3,30.7, 101 ,1419.0
264.0,1.4,51.7,11.6, 0  ,1264.0
278.0,18.3,20.2,11.0, 15  ,382.0
265.0,17.4,23.8,3.2, 0  ,292.0
640.0,55.1,19.0,17.2, 93  ,1653.0
237.0,1.5,27.8,27.9, 68 ,97.0
483.0,27.7,34.1,24.5, 41  ,716.0
196.0,6.3,13.6,20.0, 37  ,4589.0
219.0,11.3,25.2,6.4, 0  ,204.0
375.0,11.5,54.7,15.2, 0  ,925.0
334.0,20.8,10.8,24.9, 142  ,550.0
409.0,18.1,34.3,28.4, 102  ,938.0
208.0,10.0,18.0,11.1, 44  ,382.0
543.0,22.7,42.7,31.1, 95 ,385.0
264.0,14.1,12.1,24.2, 67  ,150.0
402.0,28.6,7.1,21.0, 71 ,257.0
279.0,13.6,22.8,16.3, 37  ,811.0
307.0,17.5,14.4,21.9, 61  ,234.0
1257.0,50.0,127.3,73.2, 526  ,2641.0
651.0,50.4,28.5,23.2, 236  ,524.0
432.0,28.2,8.3,31.8, 113 ,472.0
522.0,31.8,42.5,19.9, 69  ,786.0
921.0,52.2,50.4,61.1, 282  ,1566.0
575.0,23.2,52.2,37.1, 104 ,1211.0
141.0,2.8,0.9,24.6, 67 ,1571.0
470.0,25.2,24.5,32.6, 121  ,959.0
402.0,14.4,38.7,28.5, 96  ,156.0
513.0,18.8,63.6,25.1, 59  ,656.0
421.0,25.3,16.0,32.0, 140 ,717.0
539.0,25.3,71.0,10.2, 23  ,369.0
357.0,17.5,9.5,36.6, 113 ,537.0
404.0,16.7,32.2,29.9, 91  ,1067.0
441.0,16.0,59.5,18.0, 43  ,801.0
808.0,70.6,19.7,25.4, 195  ,270.0
498.0,27.3,37.8,26.3, 74  ,606.0
273.0,5.8,25.9,29.0, 65  ,3656.0
212.0,11.3,1.5,25.5, 80 ,177.0
263.0,11.1,12.6,27.5, 196  ,1088.0
630.0,46.0,16.4,39.8, 152 ,1003.0
276.0,13.2,14.3,28.4, 109  ,199.0
693.0,34.0,53.6,41.1, 86  ,1732.0
184.0,8.6,2.4,24.1, 41  ,199.0
398.0,30.7,20.0,11.5, 49 ,299.0
533.0,16.3,58.2,39.6, 82 ,766.0
511.0,26.6,40.4,25.9, 106  ,834.0
841.0,45.1,65.6,40.3, 134  ,2164.0
537.0,28.7,53.6,17.8, 73  ,577.0
439.0,22.8,43.0,16.8, 158  ,339.0
