calories_g,fat_g,carbohydrates_g,protein_g,cholesterol_mg,sodium_mg
420.0,22.5,24.7,27.5, 88  ,561.0
477.0,24.3,46.1,21.1, 57  ,609.0
381.0,23.7,28.1,13.5, 36  ,577.0
229.0,10.2,19.2,15.0, 39  ,214.0
349.0,22.6,9.0,27.7, 65 ,217.0
452.0,9.2,65.2,28.9, 51 ,329.0
352.0,9.9,47.7,19.6, 83  ,441.0
437.0,26.6,29.0,20.0, 70  ,61.0
345.0,14.2,24.1,29.8, 80  ,885.0
688.0,53.8,25.4,26.4, 95 ,868.0
638.0,27.2,37.1,50.4, 314  ,522.0
373.0,18.1,43.5,12.1, 0  ,502.0
501.0,11.7,92.0,11.8, 0  ,564.0
428.0,29.0,33.0,12.4, 5  ,571.0
224.0,11.7,11.8,17.2, 98  ,768.0
193.0,5.1,12.8,23.1, 59  ,397.0
299.0,19.0,4.8,26.9, 82  ,384.0
340.0,13.4,42.0,14.6, 37  ,400.0
614.0,42.3,3.9,50.8, 163  ,982.0
184.0,6.3,21.9,10.8, 34  ,191.0
447.0,21.1,32.7,30.7, 89  ,325.0
451.0,37.5,6.7,20.6, 95 ,1335.0
493.0,21.8,39.5,35.3, 102 ,906.0
315.0,20.3,17.6,16.3, 57  ,268.0
829.0,60.3,39.8,30.7, 160  ,1368.0
365.0,23.7,7.4,24.8, 118  ,336.0
759.0,30.2,81.8,41.3, 116  ,938.0
496.0,33.5,27.8,20.3, 61 ,1742.0
301.0,8.3,38.9,17.9, 38  ,805.0
216.0,7.0,15.7,25.9, 50  ,198.0
289.0,11.1,37.8,12.3, 47  ,683.0
777.0,38.4,68.6,39.6, 124  ,1183.0
448.0,28.9,5.2,41.5, 77  ,1328.0
437.0,15.8,44.9,30.3, 101 ,750.0
457.0,27.3,34.1,20.9, 114  ,678.0
517.0,16.7,65.1,30.8, 61 ,511.0
469.0,28.7,25.4,26.0, 106  ,1349.0
363.0,25.0,5.7,19.7, 83  ,107.0
622.0,34.5,38.1,39.1, 169  ,1069.0
393.0,19.6,21.5,31.6, 126 ,897.0
483.0,14.2,58.3,31.0, 87  ,1295.0
416.0,5.8,85.6,23.2, 0  ,616.0
133.0,3.4,17.8,8.4, 9  ,346.0
506.0,27.8,5.1,56.5, 220  ,2521.0
175.0,6.9,6.1,24.8, 50  ,48.0
415.0,7.1,31.9,50.4, 88  ,599.0
323.0,13.8,22.8,26.3, 89  ,787.0
544.0,21.7,53.2,34.2, 85 ,332.0
469.0,32.4,22.8,24.3, 82  ,1077.0
180.0,8.3,13.1,12.6, 30  ,477.0
385.0,14.2,55.7,11.3, 78 ,135.0
602.0,23.6,68.2,28.0, 156  ,1137.0
694.0,42.7,37.4,39.6, 134  ,784.0
314.0,9.0,26.4,22.9, 53 ,1560.0
379.0,21.4,20.8,26.9, 51  ,48.0
857.0,50.9,59.5,43.2, 109  ,2283.0
324.0,18.3,5.9,32.8, 100 ,641.0
712.0,40.4,53.7,36.6, 98  ,1071.0
210.0,1.0,44.3,5.1, 0  ,877.0
158.0,6.6,5.4,10.7, 42  ,196.0
489.0,28.6,17.0,39.7, 126 ,1029.0
653.0,27.1,49.6,51.9, 227  ,957.0
666.0,63.1,8.8,18.2, 353  ,712.0
524.0,30.9,31.9,29.6, 145  ,1587.0
530.0,31.6,44.5,21.2, 147 ,490.0
394.0,4.8,43.7,41.5, 97 ,96.0
1142.0,84.0,12.1,70.4, 284 ,1182.0
704.0,30.5,65.4,41.4, 135 ,1282.0
478.0,44.0,1.5,19.0, 93  ,1106.0
532.0,33.1,24.8,33.4, 143 ,1163.0
51.0,2.2,7.8,1.7, 0  ,5.0
143.0,6.5,9.6,12.3, 34  ,573.0
279.0,14.1,7.2,28.8, 66 ,312.0
298.0,19.8,4.2,23.1, 82  ,477.0
708.0,44.9,38.3,39.7, 93  ,2317.0
313.0,20.7,4.4,25.9, 84  ,388.0
167.0,9.8,2.3,16.3, 48  ,406.0
365.0,24.8,4.0,30.3, 92  ,223.0
227.0,12.3,15.0,15.4, 248  ,598.0
174.0,8.4,13.2,12.0, 25 ,48.0
402.0,23.6,43.5,7.5, 61  ,219.0
263.0,9.3,36.0,8.8, 14  ,330.0
177.0,9.6,1.6,20.1, 90  ,228.0
365.0,22.5,5.4,28.9, 94  ,960.0
289.0,20.1,8.2,20.9, 173  ,502.0
451.0,27.2,17.8,32.4, 115  ,1015.0
622.0,46.3,24.6,25.5, 115 ,749.0
341.0,13.3,40.2,16.3, 51 ,161.0
671.0,33.5,53.1,37.8, 166  ,573.0
558.0,29.5,49.6,25.5, 117  ,919.0
417.0,28.3,4.9,27.7, 146  ,1697.0
361.0,21.6,31.2,13.9, 3  ,971.0
941.0,33.0,97.0,64.7, 185  ,1574.0
437.0,26.4,32.6,16.8, 46  ,441.0
297.0,10.7,4.8,43.2, 222  ,346.0
583.0,24.9,54.1,33.2, 105  ,940.0
482.0,25.9,52.6,7.0, 72 ,106.0
1029.0,74.9,52.3,38.6, 248  ,1889.0
697.0,21.9,59.1,49.5, 127 ,3457.0
312.0,12.4,34.3,16.4, 26 ,64.0
563.0,17.5,65.6,33.5, 157  ,1559.0
304.0,5.4,52.8,13.0, 9  ,188.0
600.0,46.1,21.7,24.3, 99  ,508.0
655.0,30.1,72.4,23.0, 83 ,474.0
548.0,22.0,69.0,20.7, 79  ,1087.0
668.0,31.9,66.1,30.4, 96  ,1321.0
850.0,58.8,18.5,61.6, 203  ,401.0
165.0,5.0,14.6,16.1, 36 ,375.0
541.0,23.2,68.7,20.2, 120  ,488.0
340.0,8.2,53.1,14.2, 21  ,298.0
374.0,14.8,39.5,21.0, 78  ,407.0
470.0,23.5,29.9,33.0, 206  ,1205.0
309.0,12.3,25.2,18.5, 36  ,741.0
331.0,2.9,63.7,14.3, 0  ,681.0
211.0,8.4,9.4,24.9, 61  ,603.0
544.0,46.2,2.9,29.5, 130  ,2689.0
246.0,10.8,17.9,17.9, 56  ,590.0
428.0,9.1,58.4,26.9, 173  ,653.0
563.0,30.6,21.5,51.9, 130  ,766.0
698.0,52.8,38.7,19.9, 118  ,1945.0
454.0,38.0,8.9,20.3, 102  ,2078.0
248.0,13.1,19.6,14.0, 66  ,288.0
551.0,29.2,43.0,29.2, 116  ,1132.0
197.0,9.8,4.7,22.8, 90  ,597.0
256.0,16.7,4.8,20.9, 98 ,327.0
654.0,31.3,63.2,30.3, 48 ,486.0
820.0,36.2,78.3,43.1, 200  ,2204.0
336.0,17.6,13.9,29.1, 73  ,880.0
441.0,26.4,43.2,10.3, 93  ,415.0
450.0,25.6,18.2,39.0, 113 ,736.0
747.0,52.6,35.5,33.2, 243  ,1603.0
205.0,7.0,10.0,25.5, 175  ,1163.0
434.0,22.2,35.1,24.9, 93  ,1538.0
671.0,36.0,39.1,45.0, 152 ,1171.0
387.0,4.9,72.1,13.6, < 1  ,699.0
965.0,57.7,39.5,64.1, 468  ,608.0
579.0,20.0,56.8,42.1, 115  ,1134.0
391.0,19.0,2.9,49.2, 146  ,554.0
389.0,16.0,26.4,33.3, 340  ,559.0
230.0,15.4,3.7,18.3, 63  ,437.0
373.0,18.0,26.1,26.0, 76 ,714.0
364.0,20.9,10.6,32.4, 100 ,679.0
329.0,21.5,2.3,30.2, 83  ,327.0
436.0,30.6,14.1,26.8, 151  ,650.0
521.0,21.6,47.2,34.2, 107 ,518.0
241.0,4.2,25.5,23.7, 19  ,1652.0
388.0,22.9,3.1,41.2, 129 ,319.0
227.0,14.0,14.0,11.4, 66  ,46.0
347.0,15.2,34.7,20.4, 92  ,1117.0
446.0,32.3,15.4,23.2, 88 ,731.0
675.0,28.0,64.9,37.5, 87  ,1367.0
305.0,13.6,24.1,20.6, 117  ,537.0
241.0,7.1,24.1,20.1, 46 ,864.0
323.0,20.9,14.2,19.4, 75  ,861.0
332.0,26.7,5.6,18.6, 93  ,237.0
612.0,6.8,124.8,13.7, 15  ,57.0
283.0,8.3,19.8,31.3, 83 ,356.0
770.0,39.6,45.8,58.8, 251 ,545.0
521.0,16.4,54.5,33.9, 83 ,775.0
774.0,43.5,30.9,59.9, 171 ,1724.0
549.0,42.4,26.2,16.6, 114 ,1348.0
547.0,31.0,2.3,61.2, 184  ,255.0
450.0,24.8,40.1,18.6, 46  ,925.0
307.0,13.2,30.3,15.1, 33  ,537.0
219.0,7.1,19.7,18.3, 39  ,351.0
276.0,11.0,22.7,23.4, 49  ,578.0
251.0,11.5,25.5,15.1, 39 ,561.0
260.0,16.1,12.7,16.4, 36 ,1067.0
699.0,42.3,31.3,49.8, 121  ,1451.0
247.0,8.2,12.5,20.8, 173  ,907.0
242.0,6.3,19.6,25.6, 64 ,583.0
483.0,19.0,51.1,29.9, 59  ,762.0
517.0,34.2,28.2,23.4, 127  ,796.0
309.0,7.4,33.5,29.1, 69 ,70.0
216.0,10.0,12.5,18.9, 54  ,190.0
184.0,10.8,13.4,5.3, 8  ,1245.0
460.0,24.5,7.8,49.7, 143  ,599.0
384.0,22.4,14.6,26.9, 113 ,2046.0
560.0,21.8,65.3,26.2, 51  ,2087.0
673.0,49.4,8.2,48.4, 198 ,1434.0
93.0,1.8,8.8,10.4, 23 ,359.0
834.0,14.3,109.5,63.9, 531  ,2240.0
315.0,14.9,30.2,15.6, 95  ,747.0
384.0,7.5,59.6,30.0, 53 ,1445.0
69.0,5.5,1.4,3.5, 19  ,231.0
287.0,11.0,23.9,22.5, 74 ,295.0
379.0,18.2,8.1,40.8, 100  ,761.0
320.0,12.6,15.2,34.6, 88  ,98.0
536.0,36.5,9.9,41.1, 107  ,400.0
203.0,9.9,9.3,18.4, 55  ,200.0
388.0,27.5,15.0,20.5, 109 ,584.0
559.0,15.8,84.5,19.6, 18  ,1609.0
474.0,32.0,4.6,41.3, 127  ,831.0
400.0,5.6,48.5,35.2, 71 ,432.0
564.0,43.4,26.0,18.1, 120  ,855.0
317.0,15.3,25.1,20.4, 58  ,870.0
687.0,47.9,15.5,49.9, 200 ,269.0
750.0,63.0,8.8,36.6, 182 ,991.0
194.0,9.3,18.2,9.5, 50  ,354.0
645.0,31.8,58.6,32.5, 90  ,1809.0
381.0,28.1,16.3,16.2, 73  ,601.0
231.0,7.6,25.0,14.8, 110  ,491.0
301.0,12.7,38.2,10.3, 0  ,461.0
487.0,13.2,76.8,15.1, 0  ,1249.0
366.0,14.2,35.7,23.6, 56  ,771.0
654.0,34.9,50.2,32.7, 230  ,645.0
489.0,29.3,32.7,22.5, 58  ,88.0
975.0,63.6,46.8,55.9, 206  ,1624.0
708.0,43.1,35.1,47.6, 256 ,270.0
387.0,18.4,16.0,37.9, 108  ,1355.0
66.0,0.6,12.7,1.9, 6  ,84.0
379.0,1.9,57.5,32.7, 68 ,443.0
896.0,37.8,103.9,37.8, 76  ,1182.0
516.0,33.5,26.9,26.4, 87  ,747.0
214.0,1.6,21.3,27.7, 68 ,678.0
769.0,47.8,10.8,70.9, 234 ,838.0
368.0,9.8,56.3,11.5, 8  ,984.0
879.0,49.1,59.4,47.8, 240 ,3426.0
591.0,41.7,35.7,20.3, 100  ,2372.0
347.0,26.3,11.7,17.9, 88 ,1274.0
247.0,17.4,3.5,17.7, 66  ,428.0
366.0,16.1,36.1,19.9, 54  ,670.0
357.0,12.8,30.0,30.9, 112  ,633.0
456.0,12.4,53.4,32.7, 42  ,762.0
329.0,19.0,31.6,11.1, 47  ,837.0
222.0,13.9,21.7,5.5, 0 ,272.0
518.0,18.3,54.5,32.0, 81 ,1149.0
267.0,14.0,22.1,13.5, 28  ,829.0
550.0,19.0,49.2,45.4, 125 ,566.0
510.0,35.5,32.0,19.1, 51  ,723.0
786.0,29.1,78.1,49.7, 115  ,3647.0
407.0,22.5,23.2,25.5, 118  ,916.0
690.0,46.1,2.1,62.8, 223  ,1097.0
449.0,25.4,7.7,38.5, 129  ,459.0
286.0,11.2,18.7,31.2, 67 ,190.0
579.0,51.4,15.5,15.4, 41  ,1566.0
380.0,22.2,11.3,33.2, 103  ,740.0
395.0,18.0,30.6,26.9, 68 ,703.0
333.0,14.7,26.7,23.7, 198  ,374.0
628.0,23.0,48.2,58.6, 128 ,1155.0
232.0,14.4,23.7,3.9, 5  ,135.0
218.0,9.1,26.2,7.2, 22  ,707.0
446.0,12.5,63.2,21.4, 44 ,602.0
662.0,30.8,73.9,24.2, 58  ,1135.0
631.0,22.7,71.4,32.9, 73  ,1626.0
255.0,3.3,26.5,28.6, 68 ,310.0
988.0,74.3,9.5,64.7, 316 ,464.0
451.0,6.5,76.7,25.2, 11  ,417.0
346.0,22.7,23.6,12.0, 29  ,483.0
400.0,13.3,11.1,43.3, 197  ,286.0
959.0,68.4,41.2,44.0, 249  ,915.0
623.0,41.3,21.9,38.9, 115 ,108.0
724.0,47.7,14.1,51.0, 204 ,1781.0
261.0,10.5,19.0,18.0, 71  ,578.0
277.0,2.3,7.5,28.2, 68 ,1182.0
327.0,13.2,24.8,28.3, 210  ,639.0
279.0,3.2,51.1,14.9, 6  ,463.0
644.0,42.8,37.1,24.3, 217  ,644.0
611.0,35.3,20.4,44.5, 132  ,1463.0
335.0,17.3,22.3,22.2, 82  ,553.0
523.0,21.9,27.6,52.1, 143 ,811.0
169.0,3.0,11.5,23.3, 80  ,1866.0
431.0,29.7,28.1,12.9, 72  ,813.0
202.0,6.7,26.6,9.8, 12  ,645.0
259.0,11.1,29.5,9.7, 23  ,505.0
521.0,34.9,16.3,34.9, 115  ,1062.0
222.0,8.8,7.9,26.1, 78  ,287.0
589.0,30.2,41.9,38.4, 129 ,603.0
355.0,16.5,19.9,15.7, 35 ,539.0
461.0,22.3,44.9,21.1, 107  ,1583.0
778.0,55.5,46.7,25.3, 156  ,975.0
494.0,39.0,5.3,30.3, 179 ,706.0
586.0,33.9,30.6,38.2, 134  ,1276.0
466.0,30.6,24.1,25.4, 117  ,3592.0
314.0,17.3,17.4,22.2, 68  ,890.0
474.0,26.8,24.8,31.6, 104  ,445.0
320.0,12.1,39.2,15.0, 62 ,586.0
396.0,24.9,26.1,16.9, 99  ,279.0
741.0,22.0,102.1,35.4, 108  ,798.0
628.0,41.1,39.6,25.8, 112  ,2176.0
406.0,19.7,26.4,31.7, 97  ,1318.0
209.0,7.0,28.6,8.4, 14  ,388.0
205.0,5.3,29.4,8.6, 19 ,456.0
223.0,4.6,15.8,29.6, 68  ,912.0
1067.0,33.6,151.1,43.8, 68 ,1954.0
424.0,23.7,38.1,14.7, 46  ,1483.0
472.0,15.3,56.3,27.3, 54 ,413.0
484.0,8.9,50.6,47.1, 108 ,3221.0
442.0,30.2,11.8,29.9, 120  ,584.0
364.0,19.3,32.2,14.8, 53 ,831.0
523.0,30.4,20.3,41.0, 127  ,399.0
790.0,23.5,87.7,54.5, 231  ,1145.0
622.0,46.9,27.2,23.4, 100  ,936.0
698.0,33.3,30.7,65.9, 288 ,2853.0
549.0,21.4,41.0,44.3, 104 ,1621.0
575.0,21.6,53.5,38.5, 101 ,1436.0
161.0,4.7,23.8,8.3, 0  ,340.0
75.0,4.1,2.3,7.4, 23  ,306.0
325.0,16.1,27.9,18.1, 37  ,522.0
341.0,11.4,6.1,47.9, 134  ,455.0
350.0,20.0,4.3,37.5, 346  ,546.0
544.0,38.1,32.0,20.9, 105 ,1007.0
482.0,27.3,28.7,30.8, 103 ,370.0
256.0,15.4,15.9,14.3, 49  ,395.0
416.0,10.5,61.0,18.6, 17  ,678.0
500.0,21.0,42.4,35.0, 90  ,1813.0
381.0,23.2,16.0,29.1, 51  ,2117.0
764.0,28.4,85.3,39.1, 200  ,1182.0
260.0,10.7,13.5,27.0, 72 ,116.0
490.0,28.7,35.7,22.3, 81  ,1185.0
143.0,5.4,10.0,12.9, 41  ,308.0
237.0,15.8,3.1,20.1, 76  ,140.0
472.0,26.1,49.7,11.5, 41  ,234.0
225.0,9.8,2.2,30.2, 84  ,261.0
595.0,20.1,65.4,40.7, 91 ,889.0
714.0,10.2,108.0,44.9, 191  ,805.0
403.0,17.3,29.7,30.4, 189  ,433.0
621.0,29.6,29.7,57.7, 148  ,3933.0
373.0,9.8,42.6,27.3, 94 ,539.0
429.0,26.8,9.2,36.6, 54  ,1275.0
843.0,66.2,34.2,27.6, 75  ,1803.0
813.0,47.6,57.1,38.5, 145 ,1789.0
268.0,18.4,14.7,11.5, 38 ,573.0
176.0,6.7,2.3,25.8, 79  ,347.0
587.0,36.4,32.8,31.9, 69 ,2548.0
293.0,7.4,49.6,10.5, 0  ,371.0
287.0,21.6,11.9,10.7, 48  ,523.0
404.0,15.2,41.0,27.9, 68 ,661.0
262.0,10.5,9.8,30.7, 77 ,600.0
267.0,7.5,25.6,23.2, 49 ,267.0
404.0,19.0,47.0,11.3, 28  ,951.0
442.0,31.5,20.6,17.0, 58  ,994.0
192.0,9.3,21.8,6.9, 37  ,297.0
302.0,7.5,50.2,9.5, 0  ,110.0
272.0,15.8,10.2,21.1, 71  ,394.0
182.0,1.8,12.6,28.1, 68 ,702.0
416.0,33.4,12.1,29.1, 61 ,717.0
401.0,17.0,46.9,16.1, 35  ,355.0
199.0,9.0,16.4,13.5, 46  ,540.0
278.0,12.2,22.8,19.1, 103  ,720.0
519.0,25.2,39.0,32.7, 97 ,898.0
521.0,31.3,19.9,38.6, 162 ,776.0
484.0,26.8,19.2,40.1, 121  ,1638.0
889.0,43.1,70.5,52.2, 159  ,1865.0
328.0,19.1,25.8,14.5, 43  ,802.0
299.0,18.4,16.0,17.0, 39  ,1511.0
301.0,19.8,19.4,16.8, 0 ,2466.0
514.0,15.6,68.5,25.6, 31  ,2188.0
128.0,1.5,23.4,7.5, 0  ,753.0
460.0,5.8,66.3,37.9, 230  ,559.0
301.0,16.3,5.0,34.4, 136  ,1026.0
357.0,31.8,6.0,13.4, 69 ,520.0
465.0,26.0,38.8,20.9, 59 ,822.0
412.0,35.1,3.5,19.9, 66  ,337.0
471.0,17.9,39.8,36.7, 96 ,173.0
176.0,6.1,12.3,17.7, 49  ,42.0
498.0,17.7,61.7,24.8, 34 ,733.0
451.0,14.0,59.8,23.5, 43  ,459.0
397.0,23.3,39.5,13.2, 41  ,1234.0
412.0,15.1,48.2,22.4, 60 ,887.0
258.0,13.4,7.3,28.0, 61  ,674.0
429.0,18.1,41.6,23.9, 52  ,516.0
1598.0,20.9,108.3,25.4, 79  ,97.0
442.0,46.8,8.3,15.5, 64  ,506.0
512.0,36.2,7.1,38.0, 129  ,1060.0
379.0,10.8,31.9,35.5, 198  ,168.0
659.0,28.6,70.3,27.6, 57  ,2143.0
243.0,7.1,36.0,8.8, 116  ,519.0
359.0,19.0,25.5,19.9, 157  ,474.0
702.0,40.1,39.0,43.2, 121 ,898.0
235.0,2.3,6.5,38.1, 91 ,425.0
95.0,6.6,7.3,2.9, 8  ,232.0
888.0,73.7,19.6,35.6, 143 ,842.0
351.0,15.9,12.4,37.7, 107 ,938.0
438.0,23.4,19.4,23.5, 132  ,1011.0
353.0,19.9,22.1,22.2, 67  ,1020.0
295.0,14.9,27.5,12.8, 30  ,594.0
703.0,30.0,75.8,30.5, 70  ,1646.0
354.0,23.1,20.9,17.7, 39 ,747.0
343.0,17.4,6.7,37.8, 114 ,751.0
1122.0,65.5,92.2,38.2, 139 ,1491.0
336.0,17.5,29.0,15.4, 71  ,282.0
365.0,18.9,8.8,37.8, 100  ,731.0
377.0,27.4,12.8,13.8, 69  ,1046.0
722.0,41.6,60.7,30.9, 125 ,405.0
663.0,45.3,26.3,35.8, 304  ,936.0
551.0,17.2,64.4,32.3, 53  ,1789.0
1285.0,96.6,39.7,50.8, 202  ,1451.0
310.0,20.6,7.5,27.1, 65 ,478.0
398.0,20.4,7.9,44.5, 180  ,525.0
217.0,9.7,19.0,13.3, 64  ,394.0
552.0,23.8,57.8,26.2, 62 ,565.0
281.0,10.7,29.2,16.5, 35 ,945.0
465.0,21.1,20.1,48.3, 144 ,1033.0
402.0,15.2,44.0,23.3, 58 ,420.0
730.0,42.8,46.3,39.0, 275  ,309.0
418.0,20.4,51.9,8.0, 0  ,763.0
516.0,31.5,43.6,17.6, 75 ,1061.0
685.0,52.9,15.8,35.7, 163  ,652.0
494.0,28.7,28.3,22.4, 195  ,265.0
369.0,21.5,4.6,27.0, 89  ,69.0
213.0,10.9,14.5,14.0, 27  ,246.0
324.0,9.3,53.9,12.6, 0  ,1075.0
223.0,12.6,1.9,25.1, 230  ,773.0
1050.0,54.8,43.9,71.4, 247  ,2593.0
680.0,36.9,62.8,25.3, 72  ,1126.0
194.0,5.3,31.6,6.9, 9 ,822.0
521.0,20.6,50.3,33.1, 110  ,861.0
220.0,4.8,14.5,28.5, 143  ,275.0
928.0,37.6,107.2,43.1, 115 ,1150.0
248.0,9.1,9.6,30.2, 194  ,2035.0
328.0,23.3,13.9,15.7, 34 ,302.0
421.0,27.3,30.0,20.5, 62 ,1038.0
505.0,23.1,56.0,20.4, 65  ,1175.0
438.0,14.2,40.0,35.1, 149  ,1944.0
492.0,30.5,31.7,21.6, 66  ,1296.0
226.0,12.1,25.5,4.1, 28  ,136.0
948.0,23.0,150.9,30.0, 104  ,862.0
562.0,39.8,2.0,46.2, 146 ,501.0
246.0,5.4,42.6,8.5, 0  ,1007.0
199.0,7.7,5.5,26.2, 70 ,562.0
591.0,29.2,35.3,45.0, 130 ,865.0
405.0,30.1,5.2,29.6, 83  ,84.0
382.0,17.8,43.0,15.3, 92  ,434.0
548.0,37.7,31.8,18.6, 108 ,1164.0
339.0,2.4,54.0,24.2, 115  ,795.0
444.0,27.1,30.8,19.8, 58  ,609.0
318.0,6.8,52.9,15.4, 8  ,180.0
368.0,6.4,64.5,11.3, 70  ,132.0
280.0,1.5,31.2,38.2, 73 ,313.0
209.0,13.8,7.3,14.9, 290  ,826.0
489.0,29.9,30.0,24.8, 121  ,588.0
682.0,49.6,22.1,41.6, 156  ,2332.0
334.0,9.2,44.8,18.8, 73 ,45.0
497.0,21.4,12.9,58.6, 171  ,556.0
518.0,11.2,58.2,41.4, 126  ,492.0
975.0,59.9,61.3,46.2, 107  ,2790.0
650.0,45.7,2.3,53.9, 164 ,1649.0
411.0,16.5,44.6,23.9, 59  ,1057.0
202.0,11.4,20.5,4.5, 22  ,397.0
172.0,3.6,7.5,24.8, 47  ,186.0
450.0,24.0,22.5,33.7, 128 ,1332.0
389.0,30.6,14.4,14.5, 41  ,680.0
390.0,15.4,33.4,33.1, 81  ,1129.0
484.0,27.3,4.4,53.0, 166 ,458.0
424.0,15.5,51.1,22.4, 59  ,1302.0
377.0,26.8,19.3,13.6, 61  ,754.0
314.0,25.4,8.7,11.6, 47  ,672.0
655.0,39.8,42.4,32.6, 136  ,1421.0
512.0,31.0,30.1,28.3, 94  ,1467.0
340.0,13.5,23.5,30.1, 83 ,230.0
357.0,27.8,7.5,19.6, 102 ,704.0
928.0,23.9,94.3,73.8, 261 ,1025.0
153.0,4.7,6.9,21.3, 173  ,342.0
539.0,32.9,30.4,33.5, 73 ,829.0
348.0,20.1,8.9,32.1, 111  ,76.0
203.0,8.9,29.3,4.1, 0  ,485.0
582.0,36.1,38.4,24.7, 86  ,834.0
612.0,35.4,50.9,36.5, 80 ,859.0
222.0,14.6,12.4,12.2, 68  ,860.0
646.0,42.0,42.9,25.0, 121  ,455.0
661.0,24.8,85.8,22.7, 63  ,726.0
511.0,5.1,101.1,14.7, 0  ,712.0
660.0,23.5,71.7,42.7, 78  ,891.0
435.0,18.6,53.1,17.1, 43 ,772.0
533.0,14.4,70.3,34.8, 93  ,760.0
452.0,17.7,59.3,15.7, 16  ,228.0
617.0,25.6,55.8,36.8, 120 ,434.0
395.0,28.9,26.6,8.1, 88  ,471.0
533.0,24.0,39.9,37.8, 109 ,1321.0
610.0,26.9,71.9,23.9, 36  ,289.0
325.0,8.3,23.4,36.3, 55  ,5576.0
291.0,10.0,27.4,22.5, 37  ,3828.0
295.0,5.6,33.0,26.6, 59  ,981.0
276.0,7.2,44.1,14.7, 34  ,708.0
245.0,5.2,17.9,23.6, 74  ,62.0
755.0,53.9,7.4,57.7, 226 ,3031.0
235.0,12.1,1.7,24.7, 67 ,534.0
370.0,18.0,46.2,10.4, 22  ,429.0
407.0,15.8,50.9,19.0, 52  ,458.0
558.0,24.4,43.5,40.1, 94  ,1339.0
731.0,15.3,113.6,38.6, 39 ,727.0
402.0,21.5,28.3,23.6, 83  ,1237.0
732.0,42.5,18.4,64.4, 167  ,794.0
652.0,34.7,38.5,28.2, 81  ,2196.0
366.0,23.1,23.7,20.2, 61  ,1436.0
253.0,12.6,17.2,18.7, 43 ,1421.0
327.0,25.0,1.7,23.2, 83  ,110.0
303.0,19.2,9.2,23.3, 75  ,192.0
764.0,21.9,62.9,75.8, 241  ,238.0
547.0,26.4,50.4,29.3, 61 ,2108.0
371.0,19.2,46.6,7.6, 31  ,159.0
948.0,64.8,55.9,35.3, 193 ,1501.0
557.0,24.4,41.6,37.3, 133  ,1107.0
513.0,21.9,49.1,26.0, 90  ,2421.0
465.0,29.7,23.5,24.2, 117  ,1388.0
200.0,8.5,23.8,8.0, 11  ,396.0
375.0,8.2,60.4,15.1, 14 ,663.0
527.0,20.2,60.1,25.7, 59 ,621.0
566.0,19.2,53.8,43.0, 152 ,748.0
443.0,18.9,33.3,33.6, 82  ,306.0
588.0,36.6,41.0,27.9, 97  ,1512.0
542.0,40.2,13.2,29.2, 77  ,906.0
361.0,13.4,46.1,13.2, 49  ,913.0
619.0,30.9,70.5,17.4, 21  ,266.0
659.0,19.4,90.7,29.3, 217  ,1531.0
790.0,51.9,21.1,59.0, 228 ,1736.0
473.0,28.7,32.4,17.5, 47  ,319.0
271.0,12.7,7.9,22.1, 210  ,575.0
321.0,13.7,29.0,19.7, 107 ,814.0
1828.0,68.6,236.7,73.6, 147  ,712.0
610.0,34.6,25.2,48.7, 145 ,305.0
774.0,31.7,90.0,30.2, 119  ,3235.0
294.0,17.5,0.9,31.2, 97  ,486.0
336.0,17.7,14.6,30.1, 167  ,345.0
228.0,4.1,44.3,7.5, 0  ,641.0
380.0,30.2,2.3,24.1, 71  ,277.0
318.0,17.5,13.3,27.7, 74  ,750.0
296.0,20.6,4.3,22.4, 76  ,62.0
808.0,55.1,11.2,69.0, 272 ,258.0
253.0,6.2,39.6,10.9, 19  ,953.0
915.0,74.0,23.5,38.8, 294  ,682.0
317.0,4.5,59.2,10.7, 0  ,326.0
237.0,12.1,30.9,4.7, 0  ,45.0
561.0,20.0,58.3,35.1, 114  ,1619.0
403.0,8.7,57.0,24.7, 34 ,566.0
370.0,22.6,9.8,31.2, 106 ,862.0
279.0,6.4,46.0,9.8, 0  ,228.0
298.0,11.5,30.7,18.3, 32  ,932.0
515.0,15.4,87.1,9.9, 0  ,905.0
540.0,7.8,100.6,15.0, 0  ,4426.0
328.0,15.3,5.5,39.2, 127  ,94.0
254.0,13.2,30.5,4.0, 31  ,423.0
356.0,21.3,25.0,17.3, 55  ,853.0
710.0,34.9,44.2,44.6, 122  ,778.0
349.0,21.5,18.8,20.5, 75  ,1051.0
564.0,23.1,65.6,26.4, 77  ,1415.0
524.0,30.2,33.5,29.9, 120  ,1026.0
290.0,1.9,20.9,37.3, 72  ,846.0
238.0,14.1,11.3,15.7, 80  ,873.0
522.0,18.9,52.9,35.5, 68 ,641.0
412.0,25.7,1.8,41.8, 97  ,299.0
274.0,19.1,13.0,14.6, 37  ,718.0
386.0,20.5,23.4,28.9, 112  ,1711.0
290.0,13.1,9.3,33.8, 86 ,181.0
621.0,19.1,82.3,31.0, 49  ,3822.0
652.0,33.9,32.1,58.9, 191  ,1221.0
515.0,21.9,46.3,33.1, 96  ,502.0
368.0,10.0,41.6,27.5, 59 ,200.0
1078.0,93.9,5.7,50.7, 188  ,2083.0
427.0,22.4,20.9,34.1, 136  ,1064.0
